kapper;1_profit;1_bets;2_profit;2_bets;3_profit;3_bets;4_profit;4_bets;5_profit;5_bets;6_profit;6_bets;7_profit;7_bets;8_profit;8_bets;9_profit;9_bets;10_profit;10_bets;11_profit;11_bets;12_profit;12_bets;13_profit;13_bets;14_profit;14_bets;15_profit;15_bets;16_profit;16_bets;17_profit;17_bets;18_profit;18_bets;19_profit;19_bets;20_profit;20_bets;21_profit;21_bets;22_profit;22_bets;23_profit;23_bets;24_profit;24_bets;25_profit;25_bets;26_profit;26_bets;27_profit;27_bets;28_profit;28_bets;29_profit;29_bets;30_profit;30_bets
Zekakuerten91;+3.43;1;+6.34;3;+6.34;3;+6.34;3;+6.34;3;+6.34;3;+12.43;6;+12.43;7;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+2.70;10;+5.10;14;+19.44;15;+19.44;15;+19.44;15;+19.44;15;+19.44;15;+19.44;15;+19.44;15;+19.44;15;+19.44;15
grabim;-4.99;3;-4.99;3;-4.99;3;-4.99;3;-4.99;3;-4.99;3;-4.99;3;-4.99;3;+4.70;4;+4.70;4;+10.74;7;+18.15;8;+23.18;9;+23.18;10;+27.10;11;+23.76;12;+27.10;13;+24.74;16;+24.74;16;+26.64;17;+26.64;17;+23.97;18;+23.97;18;+23.97;18;+23.97;18;+23.97;18;+23.97;18;+23.97;18;+23.97;18;+23.97;18
laboratory2006;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+9.27;4;+11.90;7;+15.21;9;+32.01;15;+24.35;20;+31.53;24;+31.53;24;+31.53;24;+31.53;24;+31.53;24;+31.53;24;+31.53;24
Ted;0.00;1;0.00;1;0.00;1;-4.00;2;+1.73;3;+1.73;3;+1.73;4;+1.16;5;+1.16;6;+6.05;8;+6.05;8;+6.05;9;+6.05;9;+6.89;10;+6.89;10;+13.12;12;+13.12;12;+13.12;12;+19.11;13;+19.11;13;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14;+25.36;14
Bublik555;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+5.69;3;+8.50;8;+8.50;8;+8.50;8;+8.50;8;+8.50;8;+8.50;8;+8.50;8;+16.13;10;+16.13;11;+38.57;19;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20;+38.57;20
toporkov_ms;0.00;1;+8.33;2;+2.92;3;+2.92;3;+6.83;5;+6.83;5;+6.83;5;+6.83;7;+15.30;10;+14.70;11;+14.70;12;+14.70;12;+14.70;12;+14.70;16;+18.42;17;+0.52;26;+10.60;29;+4.91;33;+4.91;33;+4.91;33;-1.89;35;+9.60;41;+3.05;44;+3.05;44;+3.05;44;+3.05;44;+3.05;44;+3.05;44;+3.05;44;+3.05;44
buxbet;0.00;1;0.00;1;-4.43;2;-6.72;5;-1.03;7;+1.69;8;+1.69;8;+4.48;9;+4.48;9;+4.48;9;+7.39;10;+9.50;11;+12.71;12;+7.33;13;+5.11;15;+5.11;15;+5.11;15;+5.11;15;+5.11;15;+12.09;17;+12.09;17;+12.09;18;+12.34;21;+12.34;21;+12.34;21;+12.34;21;+12.34;21;+12.34;21;+12.34;21;+12.34;21
Bets000;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;+14.66;12;+29.54;20;+29.66;21;+34.45;23;+34.45;24;+28.81;31;+32.56;32;+32.56;32;+32.56;32;+32.56;32;+32.56;32;+32.56;32;+32.56;32
daradat;0.00;3;+7.09;5;+7.82;8;+4.32;10;+10.77;12;+21.24;15;+20.96;17;+26.95;18;+29.62;20;+29.77;21;+29.77;23;+20.05;24;+24.14;26;+29.64;27;+25.75;29;+25.75;29;+20.48;32;+25.63;34;+37.05;35;+37.05;36;+32.26;37;+28.29;39;+19.46;40;+19.46;40;+19.46;40;+19.46;40;+19.46;40;+19.46;40;+19.46;40;+19.46;40
Denza_Faradenza;+3.45;3;+2.70;4;+5.08;10;+4.82;15;-4.17;16;-7.05;19;-10.35;22;-13.94;24;-14.47;25;-3.60;31;-0.46;34;-1.88;36;+3.58;37;+6.03;38;+2.86;42;+1.49;44;+1.49;44;+13.03;48;+17.68;49;+15.84;52;+15.84;52;+23.75;53;+20.03;56;+18.62;59;+18.62;59;+18.62;59;+18.62;59;+18.62;59;+18.62;59;+18.62;59
Mimo_kaccbl;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+5.28;2;+8.07;3;+8.07;3;+8.07;3;+11.85;4;+11.85;4;+19.40;6;+19.40;8;+13.82;12;+25.95;13;+25.95;13;+25.95;13;+25.95;13;+19.68;15;+18.67;16;+23.83;20;+23.83;20;+23.83;20;+23.83;20;+23.83;20;+23.83;20;+23.83;20
nicolay8;0.00;1;+2.44;2;+4.48;3;+5.89;5;+8.81;7;+11.81;8;+13.05;9;+13.05;9;+13.05;9;+14.52;10;+9.94;11;+4.45;13;+11.53;14;+5.97;15;+3.11;19;+10.46;22;+12.89;23;+12.89;23;+13.81;24;+13.81;24;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25;+15.91;25
%cc%ce%cb%d7%c8;0.00;4;0.00;4;0.00;5;0.00;5;0.00;5;-12.86;9;-12.86;9;-12.86;9;-12.86;9;-8.79;12;-5.48;13;-5.48;13;-1.05;15;-1.05;16;+10.12;19;+8.29;22;+10.77;24;+10.77;24;+10.77;24;+10.77;24;+10.77;24;+10.77;25;+9.44;26;+13.04;29;+13.04;29;+13.04;29;+13.04;29;+13.04;29;+13.04;29;+13.04;29
Limonchello;-4.57;6;+12.78;15;+20.33;23;+26.06;27;+18.57;32;+24.60;37;+23.91;44;+26.41;49;+26.72;53;+23.06;56;+21.15;57;+24.59;62;+25.89;64;+18.30;66;+25.56;68;+37.45;75;+38.43;81;+29.47;83;+29.47;83;+23.06;84;+23.06;84;+16.66;85;+16.66;85;+16.66;85;+16.66;85;+16.66;85;+16.66;85;+16.66;85;+16.66;85;+16.66;85
artemappke24;+12.16;8;+12.15;12;+9.74;18;-2.86;21;-2.86;21;-2.86;21;-2.57;23;-2.57;23;-2.57;23;-2.57;23;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;-3.73;25;+6.10;26;+11.20;27;+11.20;27;+11.20;27;+11.20;27;+11.20;27;+11.20;27;+11.20;27;+11.20;27
mikbets;-4.99;2;+4.13;5;+6.66;7;+11.03;11;+29.78;12;+23.30;13;+21.88;16;+22.07;24;+14.42;27;+19.30;30;+20.31;34;+12.12;39;+19.71;43;+8.49;44;+5.07;51;+13.88;57;+19.28;61;+14.95;65;+16.93;71;+19.05;74;+20.77;79;+9.01;82;+19.81;86;+19.81;86;+19.81;86;+19.81;86;+19.81;86;+19.81;86;+19.81;86;+19.81;86
Sebesh-5;0.00;2;+2.87;4;+3.99;6;+3.99;6;+3.99;6;+5.96;7;+5.96;8;+5.96;9;+5.96;9;+7.57;10;+7.57;10;+9.39;11;+9.39;11;+10.92;13;+12.30;14;+12.30;14;+12.30;14;+13.81;15;+13.81;15;+13.81;15;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16;+15.23;16
Dzmitry;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+0.53;6;+0.53;6;-3.04;7;+4.80;10;+14.70;13;+14.70;13;+14.70;13;+14.70;13;+14.70;13;+14.70;13;+14.70;13
%c0%eb%e5%ea%f1%e5%e9+%df%f6%e5%ed%ea%ee;0.00;1;0.00;1;-5.83;2;-5.83;2;-5.83;2;-5.83;2;-5.83;2;-11.66;7;-11.66;7;+4.37;8;+4.37;8;+6.76;9;+6.76;9;+6.76;9;+10.50;10;+15.86;11;+4.20;14;+4.20;14;+4.20;14;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16;+3.38;16
Maestro32;-0.72;4;+3.43;8;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+7.10;9;+9.88;13;+15.57;16;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18;+21.31;18
Noxxy;0.00;6;+29.04;15;+11.79;23;-12.13;31;-9.41;33;+5.50;42;-3.44;47;+0.12;49;+6.41;54;+17.15;60;+20.47;65;+14.54;70;+20.09;75;+17.89;78;+16.31;82;+16.31;87;+1.52;89;+1.52;89;+9.57;92;+9.57;94;+32.13;97;+36.07;99;+35.49;102;+27.18;104;+27.18;104;+27.18;104;+27.18;104;+27.18;104;+27.18;104;+27.18;104
buratillo777;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;2;+4.89;3;+8.38;6;+12.81;7;+16.26;9;+12.75;11;+20.62;12;+20.62;12;+20.62;12;+20.62;12;+20.62;12;+20.62;12;+20.62;12;+20.62;12;+20.62;12
Stre1ok17;0.00;1;0.00;1;+1.42;3;+1.42;3;+1.42;3;+1.42;3;+1.42;3;+8.15;6;+8.15;6;+8.15;6;+4.21;7;+6.42;9;+10.16;11;+14.13;13;+13.90;16;+9.96;18;+13.43;21;+13.43;21;+6.89;22;+6.89;22;+9.88;23;+12.32;26;+5.98;30;+5.98;30;+5.98;30;+5.98;30;+5.98;30;+5.98;30;+5.98;30;+5.98;30
ProNNN;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+12.23;7;+22.07;13;+10.81;16;+15.82;19;+13.50;21;+16.33;23;+23.05;27;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29;+15.42;29
Freddy Kruger;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;-4.75;4;-4.75;4;-4.75;4;+0.04;9;+0.04;9;+0.04;9;+13.47;10;+13.47;10;+16.25;12;+16.25;12;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13;+16.25;13
aleksandr.royt;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;2;+5.45;3;+9.15;5;+20.46;8;+28.28;10;+22.95;11;+26.15;13;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14;+19.85;14
ikiselev278;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+8.29;5;+13.66;9;+12.72;10;+12.72;10;+12.72;10;+12.72;10;+12.72;10;+12.72;10;+12.72;10
Sheptoon;0.00;2;+1.63;5;+1.63;7;+8.28;10;+8.28;12;+8.28;13;+10.46;14;+10.46;14;+14.62;15;+11.15;22;+11.15;22;+16.14;25;+18.21;27;+17.27;32;+17.27;32;+14.94;33;+10.02;34;+16.55;37;+24.90;40;+17.92;42;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45;+11.09;45
andrey.korolev;0.00;1;0.00;1;0.00;1;0.00;1;+1.44;4;+7.18;6;+10.69;9;+5.19;10;+5.19;10;+7.12;13;+13.09;16;+20.43;21;+23.68;26;+25.23;27;+15.93;28;+10.16;31;+19.18;36;+18.01;38;+18.80;42;+25.42;43;+19.16;46;+24.15;48;+27.24;51;+21.51;54;+21.51;54;+21.51;54;+21.51;54;+21.51;54;+21.51;54;+21.51;54
monstr88;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+9.24;4;+9.24;4;+9.24;4;+13.37;5;+7.70;12;+5.82;14;+12.01;16;+16.22;18;+23.00;26;+23.00;26;+23.00;26;+23.00;26;+23.00;26;+23.00;26;+23.00;26;+23.00;26;+23.00;26
Footbets11;+1.07;2;+1.07;2;+1.07;2;+1.07;2;+1.07;2;+4.40;3;+4.40;5;+5.31;8;+6.71;9;+7.20;10;+7.20;10;+7.20;10;+6.67;11;+6.67;11;+9.79;12;+9.79;12;+9.71;13;+9.71;13;+8.89;17;+8.89;17;+8.89;17;+8.89;17;+13.42;18;+13.42;18;+13.42;18;+13.42;18;+13.42;18;+13.42;18;+13.42;18;+13.42;18
mishka61;0.00;1;0.00;1;0.00;1;0.00;1;0.00;2;+2.41;3;+3.63;4;+4.55;5;+6.85;6;+7.62;7;+7.62;8;+7.62;8;+8.55;9;+10.39;10;+10.39;10;+9.33;11;+9.33;11;+9.33;11;+9.33;12;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13;+11.82;13
pluvias;-2.64;2;+1.15;4;+3.26;6;-6.77;7;-3.85;10;-8.20;11;-8.20;11;-8.20;11;-1.63;17;-1.63;17;-1.63;17;-1.63;17;-1.63;19;-5.40;21;-0.19;26;+3.74;31;+12.23;34;+12.23;34;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37;+20.84;37
nikolay.epaneshnikov;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+1.36;2;+1.36;2;+1.36;2;+2.45;3;+2.45;3;+4.48;4;+5.50;5;+5.50;5;+3.80;6;+6.22;7;+7.02;8;+8.47;10;+8.47;10;+8.47;10;+10.75;11;+9.05;12;+9.05;12;+5.64;13;+5.64;13;+5.64;13;+5.64;13;+5.64;13;+5.64;13;+5.64;13;+5.64;13
TheRelat;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+3.66;8;+9.95;14;+9.95;14;+9.95;14;+9.95;14;+9.95;14;+9.95;14;+9.95;14
dagman;0.00;2;0.00;2;0.00;2;+4.76;3;+7.51;4;+7.51;4;+10.20;7;+16.68;8;+16.68;8;+16.68;8;+16.68;8;+16.68;8;+16.68;9;+13.52;10;+13.52;10;+10.12;11;+6.81;12;+6.81;12;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13;+9.02;13
