kapper;июль 2018_profit;июль 2018_bets;авг 2018_profit;авг 2018_bets;сен 2018_profit;сен 2018_bets;окт 2018_profit;окт 2018_bets;ноя 2018_profit;ноя 2018_bets;дек 2018_profit;дек 2018_bets;янв 2019_profit;янв 2019_bets;фев 2019_profit;фев 2019_bets;март 2019_profit;март 2019_bets;апр 2019_profit;апр 2019_bets;май 2019_profit;май 2019_bets;июнь 2019_profit;июнь 2019_bets;июль 2019_profit;июль 2019_bets;авг 2019_profit;авг 2019_bets;сен 2019_profit;сен 2019_bets;окт 2019_profit;окт 2019_bets;ноя 2019_profit;ноя 2019_bets;дек 2019_profit;дек 2019_bets;янв 2020_profit;янв 2020_bets;фев 2020_profit;фев 2020_bets;март 2020_profit;март 2020_bets;апр 2020_profit;апр 2020_bets;май 2020_profit;май 2020_bets;июнь 2020_profit;июнь 2020_bets;июль 2020_profit;июль 2020_bets
dagggon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;12;0;0;0;0;0;0;0;0
Lenyakapper228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;85;24;42;-10;25
mryaboy;-14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n9shka;0;0;0;0;0;0;76;34;49;101;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;7;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lexaivanov84;0;0;0;0;0;0;0;0;0;0;6;2;0;0;5;4;-10;6;32;24;-43;26;2;1;11;14;95;39;-13;14;1;5;15;8;1;9;-9;3;4;1;0;0;0;0;0;0;0;0;0;0
ortega90;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;20;21;16
MvanBasten;0;0;0;0;-10;48;74;96;75;100;4;144;-32;127;67;118;10;132;-46;89;-12;50;4;81;-35;24;0;0;0;0;-8;14;-6;4;0;0;0;0;3;4;0;0;0;0;0;0;0;0;-8;2
Guru+in+betting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;73;10;2;9
JGB;-1;46;-9;64;1;67;2;47;0;35;2;42;-5;43;-9;33;-8;18;4;18;0;18;3;22;4;31;2;26;-4;11;-1;16;4;15;0;6;-4;5;7;28;-5;23;0;0;2;2;-4;17;0;31
poskrebyshev13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-13;8;33;18;71;23;4;12
tagog;0;0;0;0;-3;1;0;0;0;0;0;0;0;0;0;0;-2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;2;0;0;-2;1;0;0;0;0;0;0;0;0;0;0
barrikzzz;-17;52;23;31;40;44;-27;29;-26;6;12;14;-1;7;0;0;10;2;0;0;0;0;0;0;0;0;0;0;-17;6;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mahoni2014;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alekcio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EA_7;0;0;0;0;0;0;0;0;0;0;-5;1;0;0;12;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jonymo;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guruNBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quaiD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
misharyadom66;0;0;0;0;0;0;0;0;0;0;0;0;5;17;-14;6;0;0;0;0;0;0;9;12;54;25;-9;10;-5;6;24;19;-6;18;14;9;-4;9;37;14;-14;6;0;0;-5;3;0;0;0;0
Hervind;0;0;-3;1;2;3;0;0;0;0;0;0;0;0;-5;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;-3;1;3;7;-5;1;9;3;2;2;1;2;0;0;0;0;0;0;0;0
%DD%EA%F1%EF%E5%F0%F2%ED%EE%E5+%EC%ED%E5%ED%E8%E5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;64;32;11;4;4;8;2;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
%CF%E5%F0%ED%E0%F2%FB%E9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;14;3;0;0;0;0;11;36;47;67;10;32;-9;3;0;0;15;7;0;21;-3;12;0;0;0;0;0;0;0;0;0;0
Ramon+Dallas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andreis90;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Renat.Myasagutov;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;64;-28;92;0;0;0;0;-6;3;0;0;0;0;0;0;0;0
Gekest;0;0;0;0;-15;11;-31;20;-9;18;8;19;-3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;-11;11;0;0;2;8;9;5;28;29;3;1;0;0;0;0;0;0;0;0
Vladislav_140;0;0;31;11;6;8;-3;5;-3;2;0;0;-3;5;2;14;0;0;0;0;0;0;0;0;0;13;3;13;8;2;0;0;0;2;-3;2;0;2;0;0;2;1;0;0;0;0;-2;2;1;3
%D1%EF%E0%F0%F2%E0%F7%E8%F9%E5;0;0;0;0;0;0;0;0;0;0;-5;1;10;11;-5;1;0;1;-2;3;0;0;4;5;0;0;0;0;0;0;-1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chernyshev22.12.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0
JkKea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pablov;0;0;3;3;-4;3;0;0;2;2;-7;2;-9;2;0;0;0;0;1;8;-5;1;0;3;0;0;10;12;4;6;10;27;3;8;0;0;0;3;0;13;5;2;0;0;0;0;0;0;0;0
osa30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;49;72;-8;174;17;54;1;34;0;3;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0
TAPAKAH1;0;0;11;13;-19;54;36;84;37;79;-3;25;-10;22;11;9;6;8;-9;13;-5;5;0;2;0;12;1;1;1;4;2;1;3;2;2;4;15;6;4;8;0;9;0;1;1;5;-7;5;-3;2
muha01;-5;3;0;0;0;0;20;14;6;4;0;0;1;7;0;0;0;0;0;0;2;4;-14;11;1;10;-4;8;0;0;0;0;0;0;22;20;4;8;-5;1;0;0;0;0;0;0;0;0;0;0
aleksey_dianov;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;34;40;84;0;3
Schukavanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;-6;3;0;0;0;0;0;0;0;0;0;0;32;21;6;29;38;21;5;21;20;19;-13;5;-7;3;0;0;0;0;0;0;0;0
vovkab;0;0;0;0;0;0;0;0;0;0;-4;3;7;11;-20;49;22;33;0;0;-5;1;0;0;0;0;5;1;0;4;0;0;2;13;-7;7;-19;6;0;0;-2;4;-1;22;32;10;3;4;0;0
dagman;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;32;30;22;-17;6;16;18;0;2
Hyperion;0;0;0;0;0;0;-17;24;12;40;33;46;5;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soul_Rich;0;0;0;0;0;0;0;0;16;6;0;0;-1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yarikdimon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-11;3;3;2;59;131;26;37;0;0;0;0;2;1;0;0
theboomagasuk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;56
SaloS007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12;24;36;-13;8;8;5;34;42;25;43;0;0;0;0;0;0;2;3;-2;1;-9;2;0;0;14;9
Myr4ik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;54;75;70;18;26
wildbyheart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warcrafter142;-3;2;0;0;0;0;0;0;57;23;8;25;0;0;0;0;0;0;0;0;0;2;8;6;4;5;-9;2;0;0;4;1;-9;10;-3;6;-2;7;0;0;0;0;-2;12;0;0;0;0;4;2
UCHIHA;0;0;0;0;34;20;-7;10;-2;3;7;16;0;0;5;7;2;14;0;15;-3;1;0;0;0;0;0;0;0;0;10;12;0;0;-7;12;0;0;2;5;9;5;0;0;0;0;0;0;-3;1
GARRI84;3;17;1;12;0;0;0;0;0;0;0;0;-10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Goodness;0;0;0;0;2;6;-9;85;12;12;-14;19;43;32;2;1;6;2;9;7;0;0;0;0;0;0;19;22;0;8;6;17;0;0;-5;1;3;9;0;0;0;0;0;0;0;0;0;0;0;0
opelvectra3787;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;3;1;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mikbets;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;102;-18;133;30;50
stiffyx;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;1;0;0;0;0;5;14;-2;67;67;56;-1;3;0;0;0;0;0;0;0;0;0;0;9;16;5;14
Zvezda4et;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;12;4;1;0;0;0;0;0;0;6;2;-4;1;0;0;0;0;-9;2;0;0;0;0;0;0;0;0;0;0
nicolay8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;32;-41;96;2;8;7;5;0;17;1;19;3;58;25;58;4;95;32;37;6;59;20;22;2;62
Fcr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
galbet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Professor_zoom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;0;2;3;14;15;44;11;38;-39;73;41;32;-3;13;20;10;18;43;-6;24
Jav1s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;78;-21;16
magarball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fingerlinggg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;4;0;22;3;15;-4;1;-4;6;0;0;56;33;23;38;0;15;0;0;0;0;2;2;0;0
